wavenumber,intensity
2999.46997070313,0
2997.86133734696,0.0436224343090604
2996.25270399079,0.0748002999939476
2994.64407063463,0.0857539314736994
2993.03543727846,0.0812543049756047
2991.4268039223,0.0660723970003247
2989.81817056613,0.0488515771483404
2988.20953720997,0.0283019244006545
2986.6009038538,0.0108988092912809
2984.99227049763,0
2983.38363714147,0
2981.7750037853,0
2980.16637042914,0
2978.55773707297,0
2976.94910371681,0
2975.34047036064,0
2973.73183700447,0
2972.12320364831,0
2970.51457029214,0.0108956503849389
2968.90593693598,0.026471215688385
2967.29730357981,0.0441697260126082
2965.68867022365,0.0644427101417714
2964.08003686748,0.0874592275942039
2962.47140351132,0.106844100042719
2960.86277015515,0.117041113275982
2959.25413679898,0.126460752675211
2957.64550344282,0.135535509483272
2956.03687008665,0.137229992390388
2954.42823673049,0.132934851370383
2952.81960337432,0.124045611147618
2951.21097001816,0.112722527832455
2949.60233666199,0.102124079166076
2947.99370330582,0.0970647359810163
2946.38506994966,0.0977145563608917
2944.77643659349,0.103141214653981
2943.16780323733,0.11161269740895
2941.55916988116,0.120771815867957
2939.950536525,0.128281712850282
2938.34190316883,0.133193035457797
2936.73326981267,0.134971254820744
2935.1246364565,0.134100898722924
2933.51600310033,0.131636609241012
2931.90736974417,0.12991870995749
2930.298736388,0.132030088222894
2928.69010303184,0.141121318135941
2927.08146967567,0.157900148451324
2925.47283631951,0.183143804780074
2923.86420296334,0.21460492770467
2922.25556960717,0.24775153133815
2920.64693625101,0.278051447398941
2919.03830289484,0.30244733549597
2917.42966953868,0.319700185634101
2915.82103618251,0.330297032692515
2914.21240282635,0.336475781778101
2912.60376947018,0.340780062629781
2910.99513611401,0.346580661528617
2909.38650275785,0.357097729082063
2907.77786940168,0.371666744384983
2906.16923604552,0.387535172494677
2904.56060268935,0.403447588173707
2902.95196933319,0.418516622952228
2901.34333597702,0.431949143090637
2899.73470262085,0.440513964134739
2898.12606926469,0.443893524819004
2896.51743590852,0.446257792224558
2894.90880255236,0.449974160896911
2893.30016919619,0.460237134932482
2891.69153584003,0.486743993282313
2890.08290248386,0.541903203392244
2888.4742691277,0.632112373654644
2886.86563577153,0.744820799129901
2885.25700241536,0.852318498818927
2883.6483690592,0.936649293536293
2882.03973570303,0.987473597523769
2880.43110234687,1
2878.8224689907,0.969805148175975
2877.21383563454,0.903998515669496
2875.60520227837,0.818232355056563
2873.9965689222,0.733588095419674
2872.38793556604,0.662985498896531
2870.77930220987,0.606675498967375
