"","wavenumber","intensity","sample_name","group"
"6407026",1062.2,0.65,5189,5189
"6407234",1063.3,0.639,5189,5189
"6407442",1064.3,0.579,5189,5189
"6407650",1065.3,0.49,5189,5189
"6407858",1066.3,0.379,5189,5189
"6408066",1067.4,0.291,5189,5189
"6408274",1068.4,0.214,5189,5189
"6408482",1069.4,0.164,5189,5189
"6408690",1070.4,0.132,5189,5189
"6408898",1071.5,0.11,5189,5189
"6409106",1072.5,0.097,5189,5189
"6409314",1073.5,0.09,5189,5189
"6409522",1074.5,0.085,5189,5189
"6409730",1075.6,0.083,5189,5189
"6409938",1076.6,0.081,5189,5189
"6410146",1077.6,0.08,5189,5189
"6410354",1078.7,0.078,5189,5189
"6410562",1079.7,0.078,5189,5189
"6410770",1080.7,0.076,5189,5189
"6410978",1081.7,0.074,5189,5189
"6411186",1082.8,0.072,5189,5189
"6411394",1083.8,0.071,5189,5189
"6411602",1084.8,0.069,5189,5189
"6411810",1085.8,0.066,5189,5189
"6412018",1086.9,0.064,5189,5189
"6412226",1087.9,0.061,5189,5189
"6412434",1088.9,0.06,5189,5189
"6412642",1089.9,0.057,5189,5189
"6412850",1091,0.054,5189,5189
"6413058",1092,0.051,5189,5189
"6413266",1093,0.049,5189,5189
"6413474",1094,0.045,5189,5189
"6413682",1095.1,0.043,5189,5189
"6413890",1096.1,0.041,5189,5189
"6414098",1097.1,0.039,5189,5189
"6414306",1098.1,0.038,5189,5189
"6414514",1099.2,0.037,5189,5189
"6414722",1100.2,0.037,5189,5189
"6414930",1101.2,0.036,5189,5189
"6415138",1102.2,0.036,5189,5189
"6415346",1103.3,0.037,5189,5189
"6415554",1104.3,0.037,5189,5189
"6415762",1105.3,0.039,5189,5189
"6415970",1106.4,0.041,5189,5189
"6416178",1107.4,0.044,5189,5189
"6416386",1108.4,0.046,5189,5189
"6416594",1109.4,0.048,5189,5189
"6416802",1110.5,0.051,5189,5189
"6417010",1111.5,0.055,5189,5189
"6417218",1112.5,0.059,5189,5189
"6417426",1113.5,0.064,5189,5189
"6417634",1114.6,0.072,5189,5189
"6417842",1115.6,0.08,5189,5189
"6418050",1116.6,0.089,5189,5189
"6418258",1117.6,0.104,5189,5189
"6418466",1118.7,0.119,5189,5189
"6418674",1119.7,0.14,5189,5189
"6418882",1120.7,0.168,5189,5189
"6419090",1121.7,0.202,5189,5189
"6419298",1122.8,0.248,5189,5189
"6419506",1123.8,0.314,5189,5189
"6419714",1124.8,0.39,5189,5189
"6419922",1125.8,0.487,5189,5189
"6420130",1126.9,0.576,5189,5189
"6420338",1127.9,0.648,5189,5189
"6420546",1128.9,0.683,5189,5189
"6420754",1129.9,0.672,5189,5189
"6420962",1131,0.613,5189,5189
"6421170",1132,0.52,5189,5189
"6421378",1133,0.425,5189,5189
"6421586",1134,0.327,5189,5189
"6421794",1135.1,0.25,5189,5189
"6422002",1136.1,0.192,5189,5189
"6422210",1137.1,0.147,5189,5189
"6422418",1138.2,0.118,5189,5189
"6422626",1139.2,0.093,5189,5189
"6422834",1140.2,0.075,5189,5189
"6423042",1141.2,0.063,5189,5189
"6423250",1142.3,0.053,5189,5189
"6423458",1143.3,0.044,5189,5189
"6423666",1144.3,0.037,5189,5189
"6423874",1145.3,0.031,5189,5189
"6424082",1146.4,0.026,5189,5189
"6424290",1147.4,0.021,5189,5189
"6424498",1148.4,0.018,5189,5189
"6424706",1149.4,0.015,5189,5189
"6424914",1150.5,0.011,5189,5189
"6425122",1151.5,0.009,5189,5189
"6425330",1152.5,0.007,5189,5189
"6425538",1153.5,0.005,5189,5189
"6425746",1154.6,0.004,5189,5189
"6425954",1155.6,0.003,5189,5189
"6426162",1156.6,0.002,5189,5189
"6426370",1157.6,0.001,5189,5189
"6426578",1158.7,0.001,5189,5189
"6426786",1159.7,0.001,5189,5189
"6426994",1160.7,0.002,5189,5189
"6427202",1161.7,0.003,5189,5189
"6427410",1162.8,0.005,5189,5189
"6427618",1163.8,0.009,5189,5189
"6427826",1164.8,0.016,5189,5189
"6428034",1165.9,0.025,5189,5189
"6428242",1166.9,0.04,5189,5189
"6428450",1167.9,0.054,5189,5189
"6428658",1168.9,0.068,5189,5189
"6428866",1170,0.074,5189,5189
"6429074",1171,0.071,5189,5189
"6429282",1172,0.06,5189,5189
"6429490",1173,0.046,5189,5189
"6429698",1174.1,0.033,5189,5189
"6429906",1175.1,0.022,5189,5189
"6430114",1176.1,0.015,5189,5189
"6430322",1177.1,0.009,5189,5189
"6430530",1178.2,0.007,5189,5189
"6430738",1179.2,0.004,5189,5189
"6430946",1180.2,0.003,5189,5189
"6431154",1181.2,0.002,5189,5189
"6431362",1182.3,0.002,5189,5189
"6431570",1183.3,0.001,5189,5189
"6431778",1184.3,0.001,5189,5189
"6431986",1185.3,0.001,5189,5189
"6432194",1186.4,0,5189,5189
"6432402",1187.4,0,5189,5189
"6432610",1188.4,0,5189,5189
"6432818",1189.4,0,5189,5189
"6433026",1190.5,0.001,5189,5189
"6433234",1191.5,0.001,5189,5189
"6433442",1192.5,0.001,5189,5189
"6433650",1193.6,0.001,5189,5189
"6433858",1194.6,0.001,5189,5189
"6434066",1195.6,0.001,5189,5189
"6434274",1196.6,0,5189,5189
"6434482",1197.7,0.001,5189,5189
"6434690",1198.7,0.001,5189,5189
"6434898",1199.7,0.001,5189,5189
"6435106",1200.7,0,5189,5189
"6435314",1201.8,0.001,5189,5189
"6435522",1202.8,0,5189,5189
"6435730",1203.8,0,5189,5189
"6435938",1204.8,0.001,5189,5189
"6436146",1205.9,0.001,5189,5189
"6436354",1206.9,0.001,5189,5189
"6436562",1207.9,0.001,5189,5189
"6436770",1208.9,0.001,5189,5189
"6436978",1210,0.001,5189,5189
"6437186",1211,0.001,5189,5189
"6437394",1212,0.001,5189,5189
"6437602",1213,0.001,5189,5189
"6437810",1214.1,0.001,5189,5189
"6438018",1215.1,0.001,5189,5189
"6438226",1216.1,0.001,5189,5189
"6438434",1217.1,0.001,5189,5189
"6438642",1218.2,0.001,5189,5189
"6438850",1219.2,0.001,5189,5189
"6439058",1220.2,0.001,5189,5189
"6439266",1221.3,0.001,5189,5189
"6439474",1222.3,0.001,5189,5189
"6439682",1223.3,0.001,5189,5189
"6439890",1224.3,0,5189,5189
"6440098",1225.4,0.001,5189,5189
"6440306",1226.4,0.001,5189,5189
"6440514",1227.4,0.001,5189,5189
"6440722",1228.4,0.001,5189,5189
"6440930",1229.5,0.001,5189,5189
"6441138",1230.5,0.001,5189,5189
"6441346",1231.5,0.002,5189,5189
"6441554",1232.5,0.002,5189,5189
"6441762",1233.6,0.002,5189,5189
"6441970",1234.6,0.001,5189,5189
"6442178",1235.6,0.001,5189,5189
"6442386",1236.6,0.001,5189,5189
"6442594",1237.7,0.001,5189,5189
"6442802",1238.7,0.001,5189,5189
"6443010",1239.7,0.001,5189,5189
"6443218",1240.7,0.001,5189,5189
"6443426",1241.8,0.001,5189,5189
"6443634",1242.8,0.001,5189,5189
"6443842",1243.8,0.002,5189,5189
"6444050",1244.8,0.003,5189,5189
"6444258",1245.9,0.004,5189,5189
"6444466",1246.9,0.004,5189,5189
"6444674",1247.9,0.005,5189,5189
"6444882",1248.9,0.005,5189,5189
"6445090",1250,0.006,5189,5189
"6445298",1251,0.007,5189,5189
"6445506",1252,0.007,5189,5189
"6445714",1253.1,0.008,5189,5189
"6445922",1254.1,0.009,5189,5189
"6446130",1255.1,0.011,5189,5189
"6446338",1256.1,0.012,5189,5189
"6446546",1257.2,0.014,5189,5189
"6446754",1258.2,0.016,5189,5189
"6446962",1259.2,0.018,5189,5189
"6447170",1260.2,0.02,5189,5189
"6447378",1261.3,0.022,5189,5189
"6447586",1262.3,0.024,5189,5189
"6447794",1263.3,0.026,5189,5189
"6448002",1264.3,0.029,5189,5189
"6448210",1265.4,0.031,5189,5189
"6448418",1266.4,0.033,5189,5189
"6448626",1267.4,0.034,5189,5189
"6448834",1268.4,0.036,5189,5189
"6449042",1269.5,0.038,5189,5189
"6449250",1270.5,0.039,5189,5189
"6449458",1271.5,0.04,5189,5189
"6449666",1272.5,0.041,5189,5189
"6449874",1273.6,0.042,5189,5189
"6450082",1274.6,0.042,5189,5189
"6450290",1275.6,0.043,5189,5189
"6450498",1276.6,0.045,5189,5189
"6450706",1277.7,0.047,5189,5189
"6450914",1278.7,0.049,5189,5189
"6451122",1279.7,0.053,5189,5189
"6451330",1280.8,0.058,5189,5189
"6451538",1281.8,0.064,5189,5189
"6451746",1282.8,0.07,5189,5189
"6451954",1283.8,0.079,5189,5189
"6452162",1284.9,0.088,5189,5189
"6452370",1285.9,0.102,5189,5189
"6452578",1286.9,0.121,5189,5189
"6452786",1287.9,0.146,5189,5189
"6452994",1289,0.189,5189,5189
"6453202",1290,0.267,5189,5189
"6453410",1291,0.388,5189,5189
"6453618",1292,0.587,5189,5189
"6453826",1293.1,0.789,5189,5189
"6454034",1294.1,0.954,5189,5189
"6454242",1295.1,1,5189,5189
"6454450",1296.1,0.915,5189,5189
"6454658",1297.2,0.738,5189,5189
"6454866",1298.2,0.533,5189,5189
"6455074",1299.2,0.388,5189,5189
"6455282",1300.2,0.281,5189,5189
"6455490",1301.3,0.225,5189,5189
"6455698",1302.3,0.19,5189,5189
"6455906",1303.3,0.168,5189,5189
"6456114",1304.3,0.153,5189,5189
"6456322",1305.4,0.14,5189,5189
"6456530",1306.4,0.128,5189,5189
"6456738",1307.4,0.119,5189,5189
"6456946",1308.5,0.108,5189,5189
"6457154",1309.5,0.101,5189,5189
"6457362",1310.5,0.094,5189,5189
"6457570",1311.5,0.086,5189,5189
"6457778",1312.6,0.081,5189,5189
"6457986",1313.6,0.074,5189,5189
"6458194",1314.6,0.067,5189,5189
"6458402",1315.6,0.06,5189,5189
"6458610",1316.7,0.054,5189,5189
"6458818",1317.7,0.05,5189,5189
"6459026",1318.7,0.045,5189,5189
"6459234",1319.7,0.04,5189,5189
"6459442",1320.8,0.037,5189,5189
"6459650",1321.8,0.033,5189,5189
"6459858",1322.8,0.031,5189,5189
"6460066",1323.8,0.028,5189,5189
"6460274",1324.9,0.026,5189,5189
"6460482",1325.9,0.023,5189,5189
"6460690",1326.9,0.02,5189,5189
"6460898",1327.9,0.018,5189,5189
"6461106",1329,0.016,5189,5189
"6461314",1330,0.014,5189,5189
"6461522",1331,0.011,5189,5189
"6461730",1332,0.009,5189,5189
"6461938",1333.1,0.007,5189,5189
"6462146",1334.1,0.006,5189,5189
"6462354",1335.1,0.005,5189,5189
"6462562",1336.2,0.004,5189,5189
"6462770",1337.2,0.004,5189,5189
"6462978",1338.2,0.004,5189,5189
"6463186",1339.2,0.004,5189,5189
"6463394",1340.3,0.003,5189,5189
"6463602",1341.3,0.003,5189,5189
"6463810",1342.3,0.002,5189,5189
"6464018",1343.3,0.002,5189,5189
"6464226",1344.4,0.002,5189,5189
"6464434",1345.4,0.001,5189,5189
"6464642",1346.4,0.001,5189,5189
"6464850",1347.4,0.001,5189,5189
"6465058",1348.5,0.001,5189,5189
"6465266",1349.5,0.001,5189,5189
"6465474",1350.5,0.001,5189,5189
"6465682",1351.5,0.001,5189,5189
"6465890",1352.6,0.001,5189,5189
"6466098",1353.6,0.001,5189,5189
"6466306",1354.6,0.001,5189,5189
"6466514",1355.6,0.001,5189,5189
"6466722",1356.7,0.002,5189,5189
"6466930",1357.7,0.003,5189,5189
"6467138",1358.7,0.005,5189,5189
"6467346",1359.7,0.007,5189,5189
"6467554",1360.8,0.009,5189,5189
"6467762",1361.8,0.011,5189,5189
"6467970",1362.8,0.015,5189,5189
"6468178",1363.8,0.019,5189,5189
"6468386",1364.9,0.024,5189,5189
"6468594",1365.9,0.03,5189,5189
"6468802",1366.9,0.035,5189,5189
"6469010",1368,0.039,5189,5189
"6469218",1369,0.042,5189,5189
"6469426",1370,0.043,5189,5189
"6469634",1371,0.041,5189,5189
"6469842",1372.1,0.036,5189,5189
"6470050",1373.1,0.031,5189,5189
"6470258",1374.1,0.024,5189,5189
"6470466",1375.1,0.019,5189,5189
"6470674",1376.2,0.015,5189,5189
"6470882",1377.2,0.011,5189,5189
"6471090",1378.2,0.008,5189,5189
"6471298",1379.2,0.006,5189,5189
"6471506",1380.3,0.005,5189,5189
"6471714",1381.3,0.003,5189,5189
"6471922",1382.3,0.002,5189,5189
"6472130",1383.3,0.001,5189,5189
"6472338",1384.4,0.001,5189,5189
"6472546",1385.4,0.001,5189,5189
"6472754",1386.4,0.001,5189,5189
"6472962",1387.4,0.001,5189,5189
"6473170",1388.5,0.001,5189,5189
"6473378",1389.5,0,5189,5189
"6473586",1390.5,0.001,5189,5189
"6473794",1391.5,0.001,5189,5189
"6474002",1392.6,0.002,5189,5189
"6474210",1393.6,0.003,5189,5189
"6474418",1394.6,0.004,5189,5189
"6474626",1395.7,0.005,5189,5189
"6474834",1396.7,0.006,5189,5189
"6475042",1397.7,0.007,5189,5189
"6475250",1398.7,0.008,5189,5189
"6475458",1399.8,0.01,5189,5189
"6475666",1400.8,0.011,5189,5189
"6475874",1401.8,0.013,5189,5189
"6476082",1402.8,0.016,5189,5189
"6476290",1403.9,0.019,5189,5189
"6476498",1404.9,0.023,5189,5189
"6476706",1405.9,0.027,5189,5189
"6476914",1406.9,0.034,5189,5189
"6477122",1408,0.04,5189,5189
"6477330",1409,0.051,5189,5189
"6477538",1410,0.064,5189,5189
"6477746",1411,0.083,5189,5189
"6477954",1412.1,0.112,5189,5189
"6478162",1413.1,0.152,5189,5189
"6478370",1414.1,0.2,5189,5189
"6478578",1415.1,0.253,5189,5189
"6478786",1416.2,0.29,5189,5189
"6478994",1417.2,0.307,5189,5189
"6479202",1418.2,0.298,5189,5189
"6479410",1419.2,0.271,5189,5189
"6479618",1420.3,0.233,5189,5189
"6479826",1421.3,0.203,5189,5189
"6480034",1422.3,0.177,5189,5189
"6480242",1423.4,0.162,5189,5189
"6480450",1424.4,0.155,5189,5189
"6480658",1425.4,0.155,5189,5189
"6480866",1426.4,0.159,5189,5189
"6481074",1427.5,0.168,5189,5189
"6481282",1428.5,0.181,5189,5189
"6481490",1429.5,0.197,5189,5189
"6481698",1430.5,0.22,5189,5189
"6481906",1431.6,0.249,5189,5189
"6482114",1432.6,0.283,5189,5189
"6482322",1433.6,0.328,5189,5189
"6482530",1434.6,0.38,5189,5189
"6482738",1435.7,0.438,5189,5189
"6482946",1436.7,0.505,5189,5189
"6483154",1437.7,0.559,5189,5189
"6483362",1438.7,0.601,5189,5189
"6483570",1439.8,0.615,5189,5189
"6483778",1440.8,0.598,5189,5189
"6483986",1441.8,0.555,5189,5189
"6484194",1442.8,0.498,5189,5189
"6484402",1443.9,0.447,5189,5189
"6484610",1444.9,0.398,5189,5189
"6484818",1445.9,0.366,5189,5189
"6485026",1446.9,0.342,5189,5189
"6485234",1448,0.324,5189,5189
"6485442",1449,0.314,5189,5189
"6485650",1450,0.306,5189,5189
"6485858",1451.1,0.303,5189,5189
"6486066",1452.1,0.301,5189,5189
"6486274",1453.1,0.303,5189,5189
"6486482",1454.1,0.306,5189,5189
"6486690",1455.2,0.311,5189,5189
"6486898",1456.2,0.318,5189,5189
"6487106",1457.2,0.323,5189,5189
"6487314",1458.2,0.328,5189,5189
"6487522",1459.3,0.331,5189,5189
"6487730",1460.3,0.333,5189,5189
"6487938",1461.3,0.33,5189,5189
"6488146",1462.3,0.325,5189,5189
"6488354",1463.4,0.317,5189,5189
"6488562",1464.4,0.306,5189,5189
"6488770",1465.4,0.292,5189,5189
"6488978",1466.4,0.273,5189,5189
"6489186",1467.5,0.255,5189,5189
"6489394",1468.5,0.233,5189,5189
"6489602",1469.5,0.211,5189,5189
"6489810",1470.5,0.191,5189,5189
"6490018",1471.6,0.169,5189,5189
"6490226",1472.6,0.149,5189,5189
"6490434",1473.6,0.132,5189,5189
"6490642",1474.6,0.115,5189,5189
"6490850",1475.7,0.102,5189,5189
"6491058",1476.7,0.091,5189,5189
"6491266",1477.7,0.081,5189,5189
"6491474",1478.7,0.073,5189,5189
"6491682",1479.8,0.065,5189,5189
"6491890",1480.8,0.059,5189,5189
"6492098",1481.8,0.054,5189,5189
"6492306",1482.9,0.049,5189,5189
"6492514",1483.9,0.045,5189,5189
"6492722",1484.9,0.041,5189,5189
"6492930",1485.9,0.037,5189,5189
"6493138",1487,0.034,5189,5189
"6493346",1488,0.031,5189,5189
"6493554",1489,0.028,5189,5189
"6493762",1490,0.026,5189,5189
"6493970",1491.1,0.023,5189,5189
"6494178",1492.1,0.022,5189,5189
"6494386",1493.1,0.02,5189,5189
"6494594",1494.1,0.018,5189,5189
"6494802",1495.2,0.016,5189,5189
"6495010",1496.2,0.015,5189,5189
"6495218",1497.2,0.014,5189,5189
"6495426",1498.2,0.013,5189,5189
"6495634",1499.3,0.012,5189,5189
"6495842",1500.3,0.012,5189,5189
"6496050",1501.3,0.01,5189,5189
"6496258",1502.3,0.009,5189,5189
"6496466",1503.4,0.008,5189,5189
"6496674",1504.4,0.007,5189,5189
"6496882",1505.4,0.007,5189,5189
"6497090",1506.4,0.006,5189,5189
"6497298",1507.5,0.006,5189,5189
"6497506",1508.5,0.004,5189,5189
"6497714",1509.5,0.004,5189,5189
"6497922",1510.6,0.003,5189,5189
"6498130",1511.6,0.003,5189,5189
"6498338",1512.6,0.002,5189,5189
"6498546",1513.6,0.002,5189,5189
"6498754",1514.7,0.002,5189,5189
"6498962",1515.7,0.003,5189,5189
"6499170",1516.7,0.003,5189,5189
"6499378",1517.7,0.002,5189,5189
"6499586",1518.8,0.002,5189,5189
"6499794",1519.8,0.002,5189,5189
"6500002",1520.8,0.002,5189,5189
"6500210",1521.8,0.001,5189,5189
"6500418",1522.9,0.001,5189,5189
"6500626",1523.9,0.001,5189,5189
"6500834",1524.9,0.001,5189,5189
"6501042",1525.9,0.001,5189,5189
"6501250",1527,0.001,5189,5189
"6501458",1528,0.001,5189,5189
"6501666",1529,0.001,5189,5189
"6501874",1530,0.001,5189,5189
"6502082",1531.1,0.001,5189,5189
"6502290",1532.1,0.001,5189,5189
"6502498",1533.1,0.001,5189,5189
"6502706",1534.1,0.001,5189,5189
"6502914",1535.2,0.001,5189,5189
"6503122",1536.2,0.001,5189,5189
"6503330",1537.2,0.001,5189,5189
"6503538",1538.3,0.001,5189,5189
"6503746",1539.3,0.001,5189,5189
"6503954",1540.3,0.001,5189,5189
"6504162",1541.3,0.001,5189,5189
"6504370",1542.4,0.001,5189,5189
"6504578",1543.4,0.001,5189,5189
"6504786",1544.4,0.001,5189,5189
"6504994",1545.4,0.001,5189,5189
"6505202",1546.5,0.001,5189,5189
"6505410",1547.5,0.001,5189,5189
"6505618",1548.5,0.001,5189,5189
"6505826",1549.5,0.001,5189,5189
"6506034",1550.6,0.001,5189,5189
"6506242",1551.6,0.001,5189,5189
"6506450",1552.6,0.001,5189,5189
"6506658",1553.6,0.001,5189,5189
"6506866",1554.7,0.001,5189,5189
"6507074",1555.7,0.001,5189,5189
"6507282",1556.7,0.001,5189,5189
"6507490",1557.7,0.002,5189,5189
"6507698",1558.8,0.001,5189,5189
"6507906",1559.8,0.001,5189,5189
"6508114",1560.8,0.001,5189,5189
"6508322",1561.8,0.001,5189,5189
"6508530",1562.9,0.001,5189,5189
"6508738",1563.9,0.002,5189,5189
"6508946",1564.9,0.002,5189,5189
"6509154",1566,0.001,5189,5189
"6509362",1567,0.001,5189,5189
"6509570",1568,0.001,5189,5189
"6509778",1569,0.001,5189,5189
"6509986",1570.1,0.001,5189,5189
"6510194",1571.1,0.001,5189,5189
"6510402",1572.1,0.001,5189,5189
"6510610",1573.1,0.001,5189,5189
"6510818",1574.2,0.001,5189,5189
"6511026",1575.2,0.002,5189,5189
"6511234",1576.2,0.002,5189,5189
"6511442",1577.2,0.002,5189,5189
"6511650",1578.3,0.002,5189,5189
"6511858",1579.3,0.002,5189,5189
"6512066",1580.3,0.002,5189,5189
"6512274",1581.3,0.002,5189,5189
"6512482",1582.4,0.002,5189,5189
"6512690",1583.4,0.002,5189,5189
"6512898",1584.4,0.002,5189,5189
"6513106",1585.4,0.001,5189,5189
"6513314",1586.5,0.001,5189,5189
"6513522",1587.5,0.001,5189,5189
"6513730",1588.5,0.001,5189,5189
"6513938",1589.5,0.001,5189,5189
"6514146",1590.6,0.001,5189,5189
"6514354",1591.6,0.001,5189,5189
"6514562",1592.6,0.001,5189,5189
"6514770",1593.6,0.001,5189,5189
"6514978",1594.7,0.001,5189,5189
"6515186",1595.7,0.001,5189,5189
"6515394",1596.7,0.001,5189,5189
"6515602",1597.8,0.002,5189,5189
"6515810",1598.8,0.002,5189,5189
"6516018",1599.8,0.002,5189,5189
"6516226",1600.8,0.003,5189,5189
"6516434",1601.9,0.003,5189,5189
"6516642",1602.9,0.002,5189,5189
"6516850",1603.9,0.002,5189,5189
"6517058",1604.9,0.002,5189,5189
"6517266",1606,0.002,5189,5189
"6517474",1607,0.003,5189,5189
"6517682",1608,0.004,5189,5189
"6517890",1609,0.004,5189,5189
"6518098",1610.1,0.004,5189,5189
"6518306",1611.1,0.005,5189,5189
"6518514",1612.1,0.005,5189,5189
"6518722",1613.1,0.004,5189,5189
"6518930",1614.2,0.005,5189,5189
"6519138",1615.2,0.003,5189,5189
"6519346",1616.2,0.003,5189,5189
"6519554",1617.2,0.001,5189,5189
"6519762",1618.3,0.001,5189,5189
"6519970",1619.3,0.001,5189,5189
"6520178",1620.3,0.003,5189,5189
"6520386",1621.3,0.004,5189,5189
"6520594",1622.4,0.004,5189,5189
"6520802",1623.4,0.005,5189,5189
"6521010",1624.4,0.005,5189,5189
"6521218",1625.5,0.004,5189,5189
"6521426",1626.5,0.005,5189,5189
"6521634",1627.5,0.003,5189,5189
"6521842",1628.5,0.003,5189,5189
"6522050",1629.6,0.005,5189,5189
"6522258",1630.6,0.005,5189,5189
"6522466",1631.6,0.006,5189,5189
"6522674",1632.6,0.005,5189,5189
"6522882",1633.7,0.005,5189,5189
"6523090",1634.7,0.006,5189,5189
"6523298",1635.7,0.005,5189,5189
"6523506",1636.7,0.007,5189,5189
"6523714",1637.8,0.006,5189,5189
"6523922",1638.8,0.005,5189,5189
"6524130",1639.8,0.002,5189,5189
"6524338",1640.8,0.003,5189,5189
"6524546",1641.9,0.003,5189,5189
"6524754",1642.9,0.006,5189,5189
"6524962",1643.9,0.002,5189,5189
"6525170",1644.9,0.002,5189,5189
"6525378",1646,0.002,5189,5189
"6525586",1647,0.002,5189,5189
"6525794",1648,0.002,5189,5189
"6526002",1649,0.001,5189,5189
"6526210",1650.1,0.001,5189,5189
"6526418",1651.1,0.002,5189,5189
"6526626",1652.1,0.002,5189,5189
"6526834",1653.2,0.002,5189,5189
"6527042",1654.2,0,5189,5189
"6527250",1655.2,0,5189,5189
"6527458",1656.2,0,5189,5189
"6527666",1657.3,0.001,5189,5189
"6527874",1658.3,0.001,5189,5189
"6528082",1659.3,0,5189,5189
"6528290",1660.3,0,5189,5189
"6528498",1661.4,0,5189,5189
"6528706",1662.4,0,5189,5189
"6528914",1663.4,0,5189,5189
"6529122",1664.4,0,5189,5189
"6529330",1665.5,0,5189,5189
"6529538",1666.5,0.001,5189,5189
"6529746",1667.5,0.002,5189,5189
"6529954",1668.5,0,5189,5189
"6530162",1669.6,0,5189,5189
"6530370",1670.6,0,5189,5189
"6530578",1671.6,0,5189,5189
"6530786",1672.6,0.002,5189,5189
"6530994",1673.7,0.002,5189,5189
"6531202",1674.7,0.002,5189,5189
"6531410",1675.7,0.002,5189,5189
"6531618",1676.7,0.001,5189,5189
"6531826",1677.8,0,5189,5189
"6532034",1678.8,0,5189,5189
"6532242",1679.8,0,5189,5189
"6532450",1680.8,0,5189,5189
"6532658",1681.9,0,5189,5189
"6532866",1682.9,0,5189,5189
"6533074",1683.9,0,5189,5189
"6533282",1685,0,5189,5189
"6533490",1686,0,5189,5189
"6533698",1687,0,5189,5189
"6533906",1688,0,5189,5189
"6534114",1689.1,0,5189,5189
"6534322",1690.1,0,5189,5189
"6534530",1691.1,0,5189,5189
"6534738",1692.1,0,5189,5189
"6534946",1693.2,0,5189,5189
"6535154",1694.2,0,5189,5189
"6535362",1695.2,0,5189,5189
"6535570",1696.2,0,5189,5189
"6535778",1697.3,0,5189,5189
"6535986",1698.3,0,5189,5189
"6536194",1699.3,0.002,5189,5189
"6536402",1700.3,0,5189,5189
"6536610",1701.4,0,5189,5189
"6536818",1702.4,0,5189,5189
"6537026",1703.4,0,5189,5189
"6537234",1704.4,0.001,5189,5189
"6537442",1705.5,0.002,5189,5189
"6537650",1706.5,0,5189,5189
"6537858",1707.5,0,5189,5189
"6538066",1708.5,0,5189,5189
"6538274",1709.6,0,5189,5189
"6538482",1710.6,0.001,5189,5189
"6538690",1711.6,0.002,5189,5189
"6538898",1712.7,0.004,5189,5189
"6539106",1713.7,0.006,5189,5189
"6539314",1714.7,0.006,5189,5189
"6539522",1715.7,0.007,5189,5189
"6539730",1716.8,0.006,5189,5189
"6539938",1717.8,0.011,5189,5189
"6540146",1718.8,0.013,5189,5189
"6540354",1719.8,0.014,5189,5189
"6540562",1720.9,0.014,5189,5189
"6540770",1721.9,0.015,5189,5189
"6540978",1722.9,0.014,5189,5189
"6541186",1723.9,0.012,5189,5189
"6541394",1725,0.01,5189,5189
"6541602",1726,0.01,5189,5189
"6541810",1727,0.005,5189,5189
"6542018",1728,0.005,5189,5189
"6542226",1729.1,0.003,5189,5189
"6542434",1730.1,0,5189,5189
"6542642",1731.1,0,5189,5189
"6542850",1732.1,0,5189,5189
"6543058",1733.2,0,5189,5189
"6543266",1734.2,0,5189,5189
"6543474",1735.2,0,5189,5189
"6543682",1736.2,0,5189,5189
"6543890",1737.3,0,5189,5189
"6544098",1738.3,0,5189,5189
"6544306",1739.3,0,5189,5189
"6544514",1740.4,0,5189,5189
"6544722",1741.4,0,5189,5189
"6544930",1742.4,0,5189,5189
"6545138",1743.4,0,5189,5189
"6545346",1744.5,0,5189,5189
"6545554",1745.5,0,5189,5189
"6545762",1746.5,0,5189,5189
"6545970",1747.5,0,5189,5189
"6546178",1748.6,0,5189,5189
"6546386",1749.6,0,5189,5189
"6546594",1750.6,0,5189,5189
"6546802",1751.6,0,5189,5189
"6547010",1752.7,0,5189,5189
"6547218",1753.7,0,5189,5189
"6547426",1754.7,0,5189,5189
"6547634",1755.7,0,5189,5189
"6547842",1756.8,0,5189,5189
"6548050",1757.8,0,5189,5189
"6548258",1758.8,0,5189,5189
"6548466",1759.8,0,5189,5189
"6548674",1760.9,0,5189,5189
"6548882",1761.9,0,5189,5189
"6549090",1762.9,0,5189,5189
"6549298",1763.9,0,5189,5189
"6549506",1765,0,5189,5189
"6549714",1766,0,5189,5189
"6549922",1767,0,5189,5189
"6550130",1768.1,0,5189,5189
"6550338",1769.1,0,5189,5189
"6550546",1770.1,0,5189,5189
"6550754",1771.1,0,5189,5189
"6550962",1772.2,0,5189,5189
"6551170",1773.2,0,5189,5189
"6551378",1774.2,0,5189,5189
"6551586",1775.2,0,5189,5189
"6551794",1776.3,0,5189,5189
"6552002",1777.3,0,5189,5189
"6552210",1778.3,0,5189,5189
"6552418",1779.3,0,5189,5189
"6552626",1780.4,0,5189,5189
"6552834",1781.4,0,5189,5189
"6553042",1782.4,0,5189,5189
"6553250",1783.4,0,5189,5189
"6553458",1784.5,0,5189,5189
"6553666",1785.5,0,5189,5189
"6553874",1786.5,0,5189,5189
"6554082",1787.5,0,5189,5189
"6554290",1788.6,0,5189,5189
"6554498",1789.6,0,5189,5189
"6554706",1790.6,0,5189,5189
"6554914",1791.6,0,5189,5189
"6555122",1792.7,0,5189,5189
"6555330",1793.7,0,5189,5189
"6555538",1794.7,0,5189,5189
"6555746",1795.7,0,5189,5189
"6555954",1796.8,0,5189,5189
"6556162",1797.8,0,5189,5189
